,Name,Hospital Type,Address,Address_2,City,State,Zipcode,County,Latitude,Longitude,Staffed All Beds,Staffed ICU Beds,Licensed All Beds,All Bed Occupancy Rate,ICU Bed Occupancy Rate,Staffed All Beds - SOURCE,Staffed ICU Beds - SOURCE,Licensed All Beds - SOURCE,All Bed Occupancy Rate - SOURCE,ICU Bed Occupancy Rate - SOURCE,CCM_ID,DH-ID,HCRIS-ID,HIFLD-ID,FIPS
5242,NORTHEAST HOSPITAL CORPORATION - BEVERLY CAMPUS,GENERAL ACUTE CARE,85 HERRICK STREET,,BEVERLY,MA,1915,ESSEX,42.5641,-70.8757,296.0,22.0,296.0,0.68,0.53,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5601915,1800.0,220033.0,5601915.0,25009
5243,SAINT CLARES HOSPITAL - BOONTON TOWNSHIP CAMPUS,PSYCHIATRIC,130 POWERVILLE ROAD,,BOONTON TOWNSHIP,NJ,7005,MORRIS,40.90981,-74.42539000000001,,,120.0,,,None,None,HIFLD-BEDS,None,None,5607005,,,5607005.0,34027
5244,COLLINGSWORTH GENERAL HOSPITAL,CRITICAL ACCESS,1013 15TH STREET,,WELLINGTON,TX,79095,COLLINGSWORTH,34.8486,-100.21219,15.0,,15.0,0.19,,HCRIS-Total Staffed Beds,None,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,None,56179095,3610.0,451355.0,56179095.0,48087
5245,ARIA HEALTH FRANKFORD,GENERAL ACUTE CARE,4900 FRANKFORD AVENUE,,PHILADELPHIA,PA,19114,PHILADELPHIA,40.01954,-75.08188,,,115.0,,,None,None,HIFLD-BEDS,None,None,5619114,,,5619114.0,42101
5246,CARROLL HOSPITAL CENTER,GENERAL ACUTE CARE,200 MEMORIAL AVE,,WESTMINSTER,MD,21157,CARROLL,39.55815,-76.99072,153.0,12.0,161.0,0.8,0.53,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5621157,1756.0,210033.0,5621157.0,24013
5247,CENTRA HEALTH VIRGINIA BAPTIST HOSPITAL,GENERAL ACUTE CARE,3300 RIVERMONT AVENUE,,LYNCHBURG,VA,24503,LYNCHBURG,37.4379,-79.18784000000001,,,317.0,,,None,None,HIFLD-BEDS,None,None,5624503,,,5624503.0,51680
5248,HEALTHSOUTH WESTERN HILLS REGIONAL REHAB HOSPITAL,REHABILITATION,3 WESTERN HILLS DRIVE,,PARKERSBURG,WV,26105,WOOD,39.30559,-81.53435,40.0,0.0,40.0,0.8962328767123288,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5626105,5473.0,513027.0,5626105.0,54107
5249,KNAPP MEDICAL CENTER,GENERAL ACUTE CARE,1401 EAST 8TH STREET,,WESLACO,TX,78599,HIDALGO,26.153229999999997,-97.97762,186.0,16.0,227.0,0.52,0.53,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,56278599,3720.0,450128.0,56278599.0,48215
5250,COLUMBUS REGIONAL HEALTHCARE SYSTEM,GENERAL ACUTE CARE,500 JEFFERSON ST,,WHITEVILLE,NC,28472,COLUMBUS,34.33773,-78.69412,154.0,10.0,154.0,0.31,,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5628472,2763.0,340068.0,5628472.0,37047
5251,WILLOW LANE INFIRMARY,GENERAL ACUTE CARE,4650 BROAD RIVER RD,,COLUMBIA,SC,29210,RICHLAND,34.07262,-81.1114,,,8.0,,,None,None,HIFLD-BEDS,None,None,5629210,,,5629210.0,45079
5252,CAPITAL REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE,2626 CAPITAL MEDICAL BLVD,,TALLAHASSEE,FL,32308,LEON,30.47571,-84.23155,262.0,20.0,266.0,0.7404580152671756,0.7,FL AHCA 2020-11-27,FL AHCA 2020-11-27,DH-NUM_LICENS,FL AHCA 2020-11-27,FL AHCA 2020-11-27,5632308,769.0,100254.0,5632308.0,12073
5253,MIZELL MEMORIAL HOSPITAL,GENERAL ACUTE CARE,702 MAIN STREET,,OPP,AL,36467,COVINGTON,31.291959999999996,-86.25453,45.0,5.0,99.0,0.27,0.61,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5636467,37.0,10007.0,5636467.0,01039
5254,WESLACO REHABILITATION HOSPITAL,REHABILITATION,906 SOUTH JAMES STREET,,WESLACO,TX,78596,HIDALGO,26.151,-97.97707,32.0,0.0,32.0,0.6728595890410959,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,56378596,4674.0,453091.0,56378596.0,48215
5255,REGENCY HOSPITAL OF HATTIESBURG,LONG TERM CARE,"6051 U.S. HWY 49, 5TH FLOOR",,HATTIESBURG,MS,39401,FORREST,31.318740000000002,-89.33039000000001,,,33.0,,,None,None,HIFLD-BEDS,None,None,5639401,,,5639401.0,28035
5256,MEADOWVIEW REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE,989 MEDICAL PARK DRIVE,,MAYSVILLE,KY,41056,MASON,38.63997,-83.80811,100.0,5.0,100.0,0.19,0.78,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5641056,1591.0,180019.0,5641056.0,21161
5257,NORTHWEST MO PSYCHIATRIC REHAB CTR,PSYCHIATRIC,3505 FREDERICK AVENUE,,ST. JOSEPH,MO,64502,BUCHANAN,39.778490000000005,-94.8114,108.0,0.0,108.0,0.9902333840690004,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,564502,4788.0,264007.0,564502.0,29021
5258,"VA MEDICAL CENTER - MARION, IN",MILITARY,1700 E 38TH ST,,MARION,IN,46953,GRANT,40.52046,-85.63826999999999,225.0,,225.0,,,DH-NUM_STAFFE,None,DH-NUM_LICENS,None,None,5646953,1221.0,,5646953.0,18053
5259,HENRY COUNTY MEMORIAL HOSPITAL,GENERAL ACUTE CARE,1000 N 16TH ST,,NEW CASTLE,IN,47362,HENRY,39.94338,-85.36296,48.0,10.0,48.0,0.49,0.42,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5647362,1232.0,150030.0,5647362.0,18065
5260,RED RIVER HOSPITAL,PSYCHIATRIC,1505 8TH STREET,,WICHITA FALLS,TX,76301,WICHITA,33.90631,-98.50134,96.0,0.0,96.0,0.6957191780821917,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,56476301,4988.0,454018.0,56476301.0,48485
5261,MCLAREN CENTRAL MICHIGAN,GENERAL ACUTE CARE,1221 SOUTH DRIVE,,MOUNT PLEASANT,MI,48858,ISABELLA,43.59912,-84.76141,83.0,8.0,118.0,0.3,0.35,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5648858,1889.0,230080.0,5648858.0,26073
5262,ASPIRUS LANGLADE HOSPITAL,GENERAL ACUTE CARE,112 E FIFTH ST,,ANTIGO,WI,54409,LANGLADE,45.14165,-89.13954,25.0,4.0,25.0,0.49,0.16,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5654409,4167.0,521350.0,5654409.0,55067
5263,ST GABRIELS HOSPITAL,CRITICAL ACCESS,815 SOUTHEAST SECOND STREET,,LITTLE FALLS,MN,56345,MORRISON,45.966879999999996,-94.36256999999999,25.0,6.0,49.0,0.37,,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5656345,2037.0,241370.0,5656345.0,27097
5264,DUNES SURGICAL HOSPITAL,SPECIAL,600 NORTH SIOUX POINT ROAD,,DAKOTA DUNES,SD,57049,UNION,42.50558,-96.49575,38.0,,38.0,0.22,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5657049,3452.0,430089.0,5657049.0,46127
5265,HEALTHSOUTH REHABILITATION HOSPITAL OF WICHITA FALLS,REHABILITATION,3901 ARMORY ROAD,,WICHITA FALLS,TX,76302,WICHITA,33.87388,-98.48468000000001,63.0,0.0,63.0,0.8470102196129593,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,56576302,5442.0,453054.0,56576302.0,48485
5266,BENEFIS HEALTH CARE (WEST CAMPUS),GENERAL ACUTE CARE,500 15TH AVE S,,GREAT FALLS,MT,59403,CASCADE,47.48881,-111.2985,,,85.0,,,None,None,HIFLD-BEDS,None,None,5659403,,,5659403.0,30013
5267,CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL,GENERAL ACUTE CARE,4201 MEDICAL CENTER DRIVE,,MCHENRY,IL,60050,MCHENRY,42.3178,-88.27946999999999,264.0,30.0,264.0,0.635625,,DH-NUM_STAFFE,DH-NUM_ICU_BE,DH-NUM_STAFFE,DH-BED_UTILIZ,None,5660050,1132.0,,5660050.0,17111
5268,HARRISON COUNTY COMMUNITY HOSPITAL,CRITICAL ACCESS,2600 MILLER STREET,PO BOX 428,BETHANY,MO,64424,HARRISON,40.264540000000004,-94.02566,14.0,,19.0,0.45,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5664424,2209.0,261312.0,5664424.0,29081
5269,CLARA BARTON HOSPITAL,CRITICAL ACCESS,250 W 9TH STREET,,HOISINGTON,KS,67544,BARTON,38.52244,-98.77846,18.0,,23.0,0.49,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5667544,1422.0,171333.0,5667544.0,20009
5270,UNITED REGIONAL HEALTH CARE SYSTEM,GENERAL ACUTE CARE,1600 11TH STREET,,WICHITA FALLS,TX,76301,WICHITA,33.902429999999995,-98.50198,250.0,24.0,278.0,0.7,0.65,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,56676301,3849.0,450010.0,56676301.0,48485
5271,COFFEY COUNTY HOSPITAL,GENERAL ACUTE CARE,801 NORTH 4TH STREET,,BURLINGTON,KS,66839,COFFEY,38.20227,-95.7377,25.0,0.0,25.0,0.19167123287671234,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,566839,1432.0,171385.0,566839.0,20031
5272,BROWN COUNTY HOSPITAL,CRITICAL ACCESS,945 EAST ZERO ST,,AINSWORTH,NE,69210,BROWN,42.544509999999995,-99.84956,23.0,,23.0,0.13,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5669210,2333.0,281325.0,5669210.0,31017
5273,CORNERSTONE HOSPITAL OF WEST MONROE,LONG TERM CARE,6198 CYPRESS ST,,WEST MONROE,LA,71291,OUACHITA,32.51607,-92.20445,47.0,,47.0,0.8695424,,DH-NUM_STAFFE,None,DH-NUM_LICENS,DH-BED_UTILIZ,None,5671291,5395.0,,5671291.0,22073
5274,OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SPECIALTY,SPECIAL,"8100 SOUTH WALKER, SUITE C",Bldg C,OKLAHOMA CITY,OK,73139,OKLAHOMA,35.38523,-97.51898,10.0,,10.0,0.44,,HCRIS-Total Staffed Beds,None,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,None,5673139,3035.0,370212.0,5673139.0,40109
5275,TEXAS HEALTH HARRIS METHODIST HOSPITAL HURST-EULESS-BEDFORD,GENERAL ACUTE CARE,1600 HOSPITAL PARKWAY,,BEDFORD,TX,76022,TARRANT,32.83515,-97.12314,183.0,18.0,252.0,0.72,0.49,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5676022,3803.0,450639.0,5676022.0,48439
5276,PROMISE HOSPITAL OF WICHITA FALLS,LONG TERM CARE,1103 GRACE STREET,,WICHITA FALLS,TX,76301,WICHITA,33.90276,-98.4994,31.0,0.0,31.0,0.7297392841361026,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,56776301,4609.0,452068.0,56776301.0,48485
5277,GUNNISON VALLEY HOSPITAL,CRITICAL ACCESS,711 N TAYLOR STREET,,GUNNISON,CO,81230,GUNNISON,38.5514,-106.92475,20.0,,24.0,0.26,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5681230,615.0,61320.0,5681230.0,08051
5278,THAYER COUNTY HEALTH SERVICES,CRITICAL ACCESS,120 PARK AVE,,HEBRON,NE,68370,THAYER,40.16064,-97.59373000000001,19.0,,19.0,0.19,,HCRIS-Total Staffed Beds,None,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,None,568370,2404.0,281304.0,568370.0,31169
5279,SAFE HAVEN HOSPITAL OF TREASURE VALLEY,PSYCHIATRIC,8050 NORTHVIEW STREET,,BOISE,ID,83704,ADA,43.627179999999996,-116.28246000000001,16.0,0.0,16.0,0.5625,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5683704,4954.0,134009.0,5683704.0,16001
5280,MAYO CLINIC ARIZONA,GENERAL ACUTE CARE,5777 E. MAYO BLVD.,,PHOENIX,AZ,85054,MARICOPA,33.659079999999996,-111.95645,266.0,30.0,292.0,0.77,0.73,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5685054,157.0,30103.0,5685054.0,04013
5281,RENOWN REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE,1155 MILL STREET,,RENO,NV,89502,WASHOE,39.525940000000006,-119.79648999999999,637.0,254.0,808.0,0.8,0.78,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5689502,2438.0,290001.0,5689502.0,32031
5282,CENTINELA HOSPITAL MEDICAL CENTER,GENERAL ACUTE CARE,555 EAST HARDY STREET,,INGLEWOOD,CA,90301,LOS ANGELES,33.95044,-118.34823999999999,313.0,31.0,362.0,0.54,0.71,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5690301,375.0,50739.0,5690301.0,06037
5283,PARKVIEW HOSPITAL,GENERAL ACUTE CARE,901 SOUTH SWEETWATER STREET,,WHEELER,TX,79096,WHEELER,35.43934,-100.27036,16.0,,16.0,0.09,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,56979096,3846.0,451334.0,56979096.0,48483
5284,ESSENTIA HEALTH VIRGINIA,GENERAL ACUTE CARE,901 9TH ST N,,VIRGINIA,MN,55792,ST. LOUIS,47.531859999999995,-92.54855,48.0,8.0,83.0,0.29,0.82,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,57,2063.0,240084.0,57.0,27137
5285,HOSP ONCOLOGICO DR ISAAC GONZALEZ MARTINEZ,GENERAL ACUTE CARE,CENTRO MEDICO,Bo Monacillo 150,MONACILLO URBANO,PR,919,SAN JUAN,18.39634,-66.07253,57.0,5.0,57.0,0.45,0.56,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5700919,6383.0,400012.0,5700919.0,72127
5286,SOUTHCOAST HOSPITALS GROUP - CHARLTON MEMORIAL HOSPITAL,GENERAL ACUTE CARE,363 HIGHLAND AVENUE,,FALL RIVER,MA,2720,BRISTOL,41.7094,-71.146,835.0,58.0,835.0,0.48,0.61,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5702720,1794.0,220074.0,5702720.0,25005
5287,MOREHOUSE GENERAL HOSPITAL,GENERAL ACUTE CARE,323 W WALNUT AVE,,BASTROP,LA,71220,MOREHOUSE,32.77499,-91.91736,39.0,6.0,49.0,0.26,0.33,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,571220,1671.0,190116.0,571220.0,22067
5288,MONROE COMMUNITY HOSPITAL,LONG TERM CARE,435 E HENRIETTA RD,,ROCHESTER,NY,14620,MONROE,43.113,-77.61799,5.0,,39.0,,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,None,None,5714620,2635.0,330403.0,5714620.0,36055
5289,FULTON COUNTY MEDICAL CENTER,GENERAL ACUTE CARE,214 PEACH ORCHARD ROAD,,MCCONNELLSBURG,PA,17233,FULTON,39.93719,-78.00686999999999,21.0,,21.0,0.33,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5717233,3262.0,391303.0,5717233.0,42057
5290,KELL WEST REGIONAL HOSPITAL,GENERAL ACUTE CARE,5420 KELL BOULEVARD WEST,,WICHITA FALLS,TX,76310,WICHITA,33.872820000000004,-98.5803,41.0,,41.0,0.22,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,57176310,3848.0,450827.0,57176310.0,48485
5291,SPRINGFIELD HOSPITAL CENTER,PSYCHIATRIC,6655 SYKESVILLE ROAD,,SYKESVILLE,MD,21784,CARROLL,39.38619,-76.96114,522.0,0.0,522.0,0.4157403033642996,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5721784,5223.0,214004.0,5721784.0,24013
5292,BUCHANAN GENERAL HOSPITAL,GENERAL ACUTE CARE,1535 SLATE CREEK ROAD,,GRUNDY,VA,24614,BUCHANAN,37.28528,-82.06554,49.0,12.0,134.0,0.29,0.13,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5724614,3923.0,490127.0,5724614.0,51027
5293,PETERSON REHABILITATION HOSPITAL,REHABILITATION,HOMESTEAD AVENUE,,WHEELING,WV,26003,OHIO,40.07989,-80.694,22.0,0.0,172.0,0.44495641344956416,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5726003,5513.0,513025.0,5726003.0,54069
5294,NORTH ARKANSAS REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE,620 NORTH WILLOW,,HARRISON,AR,72601,BOONE,36.23653,-93.10914,120.0,24.0,174.0,0.21,0.21,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,572601,199.0,40017.0,572601.0,05009
5295,WINNIE COMMUNITY HOSPITAL,CRITICAL ACCESS,538 BROADWAY,,WINNIE,TX,77665,CHAMBERS,29.8197,-94.37647,25.0,,25.0,0.11,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,57277665,4710.0,451328.0,57277665.0,48071
5296,CAROLINA EAST HEALTH SYSTEM,GENERAL ACUTE CARE,2000 NEUSE BLVD,,NEW BERN,NC,28561,CRAVEN,35.1134,-77.06594,286.0,72.0,350.0,0.62,0.75,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5728561,2764.0,340131.0,5728561.0,37049
5297,THREE RIVERS BEHAVIORAL HEALTH,PSYCHIATRIC,2900 SUNSET BLVD,,WEST COLUMBIA,SC,29169,LEXINGTON,34.007290000000005,-81.11816999999999,122.0,0.0,122.0,0.7195149337525264,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5729169,5121.0,424008.0,5729169.0,45063
5298,"CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS",GENERAL ACUTE CARE,23186 BLUE STAR HWY,,QUINCY,FL,32353,GADSDEN,30.56888,-84.54867,4.0,0.0,266.0,0.0,,FL AHCA 2020-11-27,FL AHCA 2020-11-27,HIFLD-BEDS,FL AHCA 2020-11-27,FL AHCA 2020-11-27,5732353,,,5732353.0,12039
5299,HALE COUNTY HOSPITAL,GENERAL ACUTE CARE,508 GREENE STREET,,GREENSBORO,AL,36744,HALE,32.695370000000004,-87.58693000000001,28.0,,39.0,0.25,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5736744,54.0,10095.0,5736744.0,01065
5300,CHRISTUS MOTHER FRANCES HOSPITAL - WINNSBORO,CRITICAL ACCESS,719 WEST COKE ROAD,,WINNSBORO,TX,75494,WOOD,32.94454,-95.30728,23.0,,25.0,0.27,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,57375494,3858.0,451381.0,57375494.0,48499
5301,COOKEVILLE REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE,1 MEDICAL CENTER BOULEVARD,,COOKEVILLE,TN,38501,PUTNAM,36.16933,-85.50876,211.0,38.0,247.0,0.75,0.67,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5738501,3525.0,440059.0,5738501.0,47141
5302,MERIT HEALTH RIVER OAKS,GENERAL ACUTE CARE,1030 RIVER OAKS DRIVE,,FLOWOOD,MS,39296,RANKIN,32.325340000000004,-90.10540999999999,158.0,10.0,160.0,0.34,0.39,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5739296,10.0,250138.0,5739296.0,28121
5303,HILLCREST HOSPITAL CLAREMORE,GENERAL ACUTE CARE,1202 NORTH MUSKOGEE PLACE,,CLAREMORE,OK,74017,ROGERS,36.32264,-95.60468,54.0,6.0,81.0,0.41,0.47,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,574017,3113.0,370039.0,574017.0,40131
5304,MEMORIAL HOSPITAL INC,GENERAL ACUTE CARE,210 MARIE LANGDON DRIVE,,MANCHESTER,KY,40962,CLAY,37.16198,-83.76201999999999,49.0,6.0,49.0,0.31,0.39,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5740962,1544.0,180043.0,5740962.0,21051
5305,SOUTH POINTE HOSPITAL,GENERAL ACUTE CARE,20000 HARVARD ROAD,,WARRENSVILLE HEIGHTS,OH,44122,CUYAHOGA,41.4479,-81.53774,131.0,25.0,344.0,0.64,0.61,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5744122,2904.0,360144.0,5744122.0,39035
5306,NORTH RUNNELS HOSPITAL,GENERAL ACUTE CARE,7821 TEXAS 153,,WINTERS,TX,79567,RUNNELS,31.94922,-99.95914,15.0,,25.0,0.09,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,57479567,3791.0,451315.0,57479567.0,48399
5307,BRONSON METHODIST HOSPITAL,GENERAL ACUTE CARE,601 JOHN STREET,,KALAMAZOO,MI,49007,KALAMAZOO,42.28526,-85.58029,415.0,55.0,434.0,0.71,1.22,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5749007,1891.0,230017.0,5749007.0,26077
5308,PAM REHABILITATION HOSPITAL OF ALLEN,REHABILITATION,1001 RAINTREE CIRCLE,,ALLEN,TX,75013,COLLIN,33.11307,-96.67643000000001,40.0,0.0,40.0,0.8415753424657534,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,575013,4374.0,673025.0,575013.0,48085
5309,ASPIRUS WAUSAU HOSPITAL,GENERAL ACUTE CARE,333 PINE RIDGE BLVD,,WAUSAU,WI,54401,MARATHON,44.96584,-89.66789,223.0,28.0,325.0,0.79,0.7,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5754401,4172.0,520030.0,5754401.0,55073
5310,AVERA MARSHALL REG MED CENTER,GENERAL ACUTE CARE,300 SOUTH BRUCE STREET,,MARSHALL,MN,56258,LYON,44.44775,-95.77724,25.0,,49.0,0.51,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5756258,2027.0,241359.0,5756258.0,27083
5311,TYLER COUNTY HOSPITAL,GENERAL ACUTE CARE,1100 WEST BLUFF STREET,,WOODVILLE,TX,75979,TYLER,30.776040000000002,-94.42764,25.0,,49.0,0.09,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,57575979,3834.0,450460.0,57575979.0,48457
